FYE,FYE.1,FYE.2
0,0,0
0,0,0
0,0,0
0.02056362252278473,0.02056362252278473,0.02056362252278473
0.18234120513613442,0.18234120513613442,0.18234120513613442
0.1732035016237086,0.17689556602726803,0.18010898331787753
0.1645225762637141,0.1726883198163641,0.18085792858708172
0.15518850991722785,0.16901611993019325,0.1825759413536863
0.14217839464587426,0.16382320835975528,0.18277628799153114
0.13701360790375924,0.16474331191700942,0.19253014279784522
0.13245016212643018,0.16644455920018258,0.19962267732898073
0.12948428757311156,0.1682703589871989,0.20594020146766717
0.12854941587552776,0.17027872412335232,0.21206798415587144
0.12391838683830136,0.17383201514079144,0.21667413085330345
0.11934538286805442,0.17736112668828097,0.22015846837834188
0.11950514012463978,0.18116936009588286,0.22548117757128577
0.11658683834193459,0.18412876944308737,0.23300717581675065
0.11421415473304422,0.18522070270356927,0.23580917235035803
0.11183724105613671,0.18685141715810294,0.2371260052347042
0.11286703306183543,0.18683904868836146,0.23943488653118034
0.114471885296313,0.18899910392357422,0.24337124380494204
0.11712138318868075,0.19251928397157522,0.2472086312163495
0.11224573015499885,0.19200506596913203,0.2501752518068624
0.10681913302467365,0.19467479578908725,0.25699860997489266
0.007222063634787419,0.03417766357112238,0.10157677876505411
0.007222063634787418,0.03947153912155713,0.11277040887344011
0.0072220636347874205,0.04441391928104403,0.11822268578528844
0.0072220636347874205,0.045880700063704524,0.12345510734182821
0.00722206363478742,0.04707562981921602,0.13002884615082844
0.007222063634787419,0.050817231537806734,0.13071238782347447
0.00722206363478742,0.04743793347495327,0.13413682551026523
0.00722206363478742,0.04697672789598081,0.1360504622784281
0.007222063634787419,0.05013952219516228,0.13909837772464934
0.0072220636347874205,0.05051668568836589,0.14098164488611706
